country,iso3,region,source_type,year,prophet_forecast_mw_x,lr_forecast_mw,prophet_forecast_mw_y,sarima_forecast_mw,xgb_forecast_mw,lgbm_forecast_mw,hybrid_forecast_mw,ensemble_forecast_mw,recommended_forecast_mw,best_model
Australia,AUS,Oceania,Solar,2028,62621.398588452525,42871.982898648654,62621.398588452525,39785.592357275265,48844.04205078125,50382.57504259206,62157.8461142037,50382.57504286462,50382.57504286462,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Australia,AUS,Oceania,Solar,2029,66073.26591372263,46703.12396396397,66073.26591372263,40644.27297999931,50282.785703125,50382.57504259206,65609.71343947381,50382.575043736906,50382.575043736906,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Australia,AUS,Oceania,Wind,2025,13988.196808574652,15288.0,13988.196808574652,15288.0,16798.628662109375,17198.927744358647,15288.0,16150.830694817329,16150.830694817329,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Australia,AUS,Oceania,Wind,2026,15046.116661849492,15460.637837837836,15046.116661849492,15288.0,18608.02880859375,19735.55277714547,15288.0,18322.949604000794,18322.949604000794,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Australia,AUS,Oceania,Wind,2027,16051.030607925224,16748.007807807808,16051.030607925224,15288.0,20846.771728515625,21556.751119977842,15959.46011231825,19906.13742673597,19906.13742673597,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Australia,AUS,Oceania,Wind,2028,16990.415028530322,18086.51891891892,16990.415028530322,15288.0,23123.198486328125,22073.973865635104,16898.844532923347,20420.649922402765,20420.649922402765,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Australia,AUS,Oceania,Wind,2029,17857.73861208451,19476.17117117117,17857.73861208451,15288.0,25031.30908203125,23631.98107580896,17766.168116477536,21774.491348235766,21774.491348235766,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Biomass,2025,758.0083346851644,1276.31,758.0083346851644,1276.31,1343.6600061035156,1503.3946736362304,1276.31,1343.3986273553019,1343.3986273553019,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Biomass,2026,706.6099955208067,1276.31,706.6099955208067,1276.31,1413.329775390625,2279.8302646288794,1276.31,1450.6645622766962,1450.6645622766962,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Biomass,2027,658.4780412110346,1276.31,658.4780412110346,1276.31,1492.9797692871093,2399.5751833166055,1276.31,1524.0128337460476,1524.0128337460476,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Biomass,2028,613.4338734691772,1276.31,613.4338734691772,1276.31,1555.1304040527343,2399.5751833166055,1276.31,1575.2496480615328,1575.2496480615328,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Biomass,2029,571.1931980946491,1276.31,571.1931980946491,1276.31,1635.8273263549804,2399.5751833166055,1276.31,1641.7759713955334,1641.7759713955334,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Hydro,2025,15879.88237631762,16315.880612612615,15879.88237631762,15733.04583134514,15218.9351953125,15349.841367843354,15823.813691320911,15467.4836503759,15467.4836503759,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Hydro,2026,16085.112117637904,16637.465222972976,16085.112117637904,15921.384532726632,15324.680808410645,15712.1324370662,16029.043432641194,15616.843655549477,15616.843655549477,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Hydro,2027,16289.74912366671,16969.084930930934,16289.74912366671,16109.359720090693,15456.594916687012,16067.056304650938,16233.68043867,15783.310140024329,15783.310140024329,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Hydro,2028,16493.713959508263,17310.73973648649,16493.713959508263,16296.941821682061,15590.44211517334,16402.21683404497,16437.645274511553,15951.800378812608,15951.800378812608,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Hydro,2029,16697.483899839943,17662.429639639642,16697.483899839943,16484.101866734076,15756.683081970215,16645.3008669145,16641.415214843233,16141.252500709577,16141.252500709577,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Solar,2025,3522.7162380045334,8481.0,3522.7162380045334,8481.0,10739.37841796875,10603.356762612671,8481.0,10603.356761395074,10603.356761395074,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Solar,2026,3886.157410273204,8481.0,3886.157410273204,8481.0,12612.101806640625,12506.832747615375,8481.0,12506.832746081545,12506.832746081545,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Solar,2027,4255.128549933681,8481.0,4255.128549933681,8481.0,14160.213989257812,12995.956203825139,8481.0,12995.956202368894,12995.956202368894,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Solar,2028,4624.1274344770745,8481.0,4624.1274344770745,8481.0,15005.214477539062,13498.294353714833,8481.0,13498.294352263281,13498.294352263281,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Solar,2029,4988.633755882708,8481.0,4988.633755882708,8481.0,15752.437561035156,14063.893924324542,8481.0,14063.89392284985,14063.89392284985,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Wind,2025,5556.632826895634,4962.870054054054,5556.632826895634,4035.0,4224.261367797852,4349.228760070282,5440.510295340223,4318.7401027194455,4318.7401027194455,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Wind,2026,5902.746176260984,5287.954027027027,5902.746176260984,4035.0,4395.524139404297,4633.654509032079,5786.623644705573,4576.740167561821,4576.740167561821,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Wind,2027,6237.744070250718,5623.1215135135135,6237.744070250718,4035.0,4588.134414672852,4821.743828647123,6121.621538695307,4755.360528010226,4755.360528010226,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Wind,2028,6558.675295186375,5968.372513513514,6558.675295186375,4035.0,4815.286911010742,4997.828493435484,6442.552763630963,4923.056320790425,4923.056320790425,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Austria,AUT,Europe,Wind,2029,6863.933656378606,6323.707027027027,6863.933656378606,4035.0,4999.470733642578,5024.567471296462,6747.811124823195,4967.960233418836,4967.960233418836,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Biomass,2025,808.3293846587814,944.3122372372374,808.3293846587814,1045.8640767143627,802.6797435760498,816.7650214184054,956.1339210995417,819.3650228189707,819.3650228189707,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Biomass,2026,795.699793469906,944.3122372372374,795.699793469906,1059.8212448269862,884.0332286834716,1060.918091770932,956.1339210995417,902.1019595442297,902.1019595442297,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Biomass,2027,783.2319740643837,944.3122372372374,783.2319740643837,1071.8924956137967,1126.6613414764404,1423.0487776919717,956.1339210995417,1125.364871275979,1125.364871275979,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Biomass,2028,770.9249645782047,944.3122372372374,770.9249645782047,1082.3140041028325,1336.1887157440185,1518.024353209631,956.1339210995417,1304.1940460512553,1304.1940460512553,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Biomass,2029,758.7447112152103,944.3122372372374,758.7447112152103,1091.2974997397694,1531.477396774292,1658.9645232962032,956.1339210995417,1474.2348133512446,1474.2348133512446,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Hydro,2025,114.63094709569656,128.3,114.63094709569656,128.3,128.3,243.31920557007908,145.93615290891856,128.3,128.3,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Hydro,2026,114.82962848782745,128.3,114.82962848782745,128.3,155.74204139709474,1030.8099823905386,146.13483430104944,136.41598877358493,136.41598877358493,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Hydro,2027,115.02834324477351,128.3,115.02834324477351,128.3,155.74204139709474,1200.0594906708789,146.3335490579955,136.41598877358493,136.41598877358493,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Hydro,2028,115.22709029736723,128.3,115.22709029736723,128.3,190.77517585754396,1246.9888523856732,146.53229611058921,158.2064119999062,158.2064119999062,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Hydro,2029,115.42641321567694,128.3,115.42641321567694,128.3,190.77517585754396,1246.9888523856732,146.73161902889893,158.2064119999062,158.2064119999062,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Solar,2025,6598.886786123334,9751.9,6598.886786123334,9751.9,11311.864965820312,11230.084968238934,9751.9,11230.08496746052,11230.08496746052,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Solar,2026,7036.224906016077,9751.9,7036.224906016077,9751.9,12986.011328125,13317.357625340519,9751.9,13317.357624213253,13317.357624213253,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Solar,2027,7488.994562243061,9751.9,7488.994562243061,9751.9,14440.154150390625,14377.23431071066,9751.9,14377.234309524989,14377.234309524989,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Solar,2028,7956.020083299294,10006.01483007209,7956.020083299294,9751.9,15596.954931640625,14971.651774861846,9751.9,14971.65177373176,14971.65177373176,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Solar,2029,8437.25816782558,10747.831902963726,8437.25816782558,9751.9,16290.983984375,15507.855134868649,9751.9,15507.855133769415,15507.855133769415,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Wind,2025,7077.451495490656,7054.029369369369,7077.451495490656,7187.905735262695,5663.44505859375,5723.255462552747,6996.541795901916,5981.4689215184135,5981.4689215184135,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Wind,2026,7602.358173590324,7677.083851351352,7602.358173590324,7772.891269449948,5804.470403442383,5961.130751257959,7521.448474001584,6279.428986081539,6279.428986081539,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Wind,2027,8096.363899042475,8326.233453453453,8096.363899042475,8356.68487943773,6080.832036743164,6195.021199515903,8015.454199453735,6571.685452915875,6571.685452915875,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Wind,2028,8553.63208617194,9001.478175675675,8553.63208617194,8936.035848728363,6444.897466430664,6387.970989411858,8472.722386583198,6827.36159302223,6827.36159302223,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Belgium,BEL,Europe,Wind,2029,8971.519838634664,9702.818018018017,8971.519838634664,9508.005683048854,6768.903173217774,6624.010917169951,8890.610139045923,7114.321827224257,7114.321827224257,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Biomass,2025,17507.18226031417,19544.350414414417,17507.18226031417,17807.13,18334.739497070314,18401.363877085118,17961.03503107788,18473.795456165615,18473.795456165615,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Biomass,2026,17861.86139396614,20272.703790540545,17861.86139396614,17807.13,18903.65685546875,18725.429094477804,18315.714164729852,19044.76365986916,19044.76365986916,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Biomass,2027,18221.51618428969,21009.490492492496,18221.51618428969,17807.13,19271.85918701172,19193.277899449102,18675.3689550534,19460.43041458028,19460.43041458028,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Biomass,2028,18586.12737623278,21754.710520270273,18586.12737623278,17807.13,19819.035395507814,19965.846228598566,19039.98014699649,20044.13882547638,20044.13882547638,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Biomass,2029,18956.6909711756,22508.363873873877,18956.6909711756,17807.13,20673.24120605469,20678.699856798412,19410.543741939313,20878.068891527586,20878.068891527586,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Hydro,2025,122371.02533593838,132053.34565765766,122371.02533593838,130773.45900119428,110720.64407958984,110634.7820079548,119876.35655340909,118419.7590115172,118419.7590115172,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Hydro,2026,124812.12161409376,136347.04816216216,124812.12161409376,134978.8114160959,111879.20169677734,111133.98764252024,122317.45283156447,120738.23854928669,120738.23854928669,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Hydro,2027,127237.25034545198,140774.2473033033,127237.25034545198,139378.91705485553,113369.69241943359,111157.47029136469,124742.58156292269,123331.09875114524,123331.09875114524,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Hydro,2028,129644.07762679574,145334.94308108106,129644.07762679574,143984.77538018706,115888.94266357421,111230.74334927216,127149.40884426645,126634.89681155494,126634.89681155494,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Hydro,2029,132036.84974578774,150029.1354954955,132036.84974578774,148808.10933360056,120467.04129638671,111899.85162137468,129542.18096325845,131293.68364129306,131293.68364129306,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Solar,2025,22933.86059633328,53115.780000000006,22933.86059633328,41305959.4602853,78758.813203125,79604.38332084264,53115.780000000006,79604.38330813545,79604.38330813545,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Solar,2026,23274.485661709172,53115.780000000006,23274.485661709172,335358925.84193856,116291.090546875,114374.16783879824,53115.780000000006,114374.16781957103,114374.16781957103,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Solar,2027,23425.832814276244,53115.780000000006,23425.832814276244,3368050326.7084913,157837.602265625,157850.46383427698,53115.780000000006,157850.46380630616,157850.46380630616,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Solar,2028,23492.283455337856,53115.780000000006,23492.283455337856,42756327094.690865,197255.309296875,186193.5845043565,53115.780000000006,186193.58447196722,186193.58447196722,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Solar,2029,23521.357624102988,53115.780000000006,23521.357624102988,702602533707.6348,230629.887421875,205785.36831948126,53115.780000000006,205785.3682846973,205785.3682846973,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Wind,2025,32730.93892473751,32959.31,32730.93892473751,74483.9476431963,35559.4516015625,33696.590967678974,32959.31,38032.29533490822,38032.29533490822,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Wind,2026,34968.31218919209,33469.0649054054,34968.31218919209,94988.86364835885,38247.85541015625,37488.851934437844,33503.64402553467,43558.98848753041,43558.98848753041,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Wind,2027,36944.35258095384,36575.99848048048,36944.35258095384,120521.96390209405,40157.30536132812,38637.847990158516,35479.68441729642,47471.82060254124,47471.82060254124,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Wind,2028,38653.49269061312,39816.364202702694,38653.49269061312,152156.24676509126,42347.93817382812,38637.847990158516,37188.8245269557,51105.3721873821,51105.3721873821,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Brazil,BRA,Americas,Wind,2029,40108.90638931818,43190.16207207207,40108.90638931818,191156.48563904763,44677.38641601562,38637.847990158516,38644.23822566076,55535.87972960996,55535.87972960996,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Biomass,2025,3260.983390740622,2802.517207207208,3260.983390740622,2708.01,2742.4476068115237,2734.9916782324376,3347.98443686526,2748.66231394069,2748.66231394069,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Biomass,2026,3354.297175238317,2839.3802702702706,3354.297175238317,2708.01,2880.485814819336,3098.3860098986747,3441.298221362955,2889.890134257941,2889.890134257941,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Biomass,2027,3449.3941656949123,2873.48957957958,3449.3941656949123,2708.01,3192.381505737305,3278.5985734120795,3536.3952118195502,3162.3824492114823,3162.3824492114823,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Biomass,2028,3546.2581469131683,2904.8451351351355,3546.2581469131683,2708.01,3529.825872192383,3548.834724699379,3633.259193037806,3461.4077542289383,3461.4077542289383,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Biomass,2029,3645.142350290678,2933.446936936937,3645.142350290678,2708.01,3924.1941278076174,3921.891721184679,3732.143396415316,3813.6529971676446,3813.6529971676446,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Hydro,2025,85952.8658399885,85909.81981981982,85952.8658399885,84168.07986733345,83686.5200958252,83903.26493688552,85710.66355397341,84030.55895516211,84030.55895516211,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Hydro,2026,86692.56209182627,86667.99324324325,86692.56209182627,84574.107896721,84166.26078796387,83903.26493688552,86450.35980581118,84515.19045290063,84515.19045290063,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Hydro,2027,87431.38083361571,87427.84384384385,87431.38083361571,84965.41542557093,84527.84669494629,83937.70329856279,87189.17854760062,84922.29107591923,84922.29107591923,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Hydro,2028,88169.20093010235,88189.37162162163,88169.20093010235,85342.46364020227,84823.93840026855,84440.5227233711,87926.99864408726,85284.74687031259,85284.74687031259,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Hydro,2029,88907.91861670016,88952.57657657658,88907.91861670016,85705.70515278893,85272.86906433105,84440.5227233711,88665.71633068507,85738.48892982738,85738.48892982738,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Solar,2025,4171.739168162914,5773.4,4171.739168162914,5773.4,6561.153234863281,6283.0341902098535,5773.4,6283.034189933016,6283.034189933016,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Solar,2026,4427.966005610419,5899.197397360704,4427.966005610419,5773.4,7411.797583007812,7159.627411494683,5773.4,7159.627411116251,7159.627411116251,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Solar,2027,4692.521903014925,6429.08944281525,4692.521903014925,5773.4,8196.632055664062,7992.762971383353,5773.4,7992.762970912898,7992.762970912898,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Solar,2028,4964.8039071594385,6981.76887829912,4964.8039071594385,5773.4,8736.899633789062,8345.081193889571,5773.4,8345.081193449947,8345.081193449947,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Solar,2029,5244.889409953268,7557.235703812316,5244.889409953268,5773.4,9427.092077636718,8770.121879532524,5773.4,8770.121879119964,8770.121879119964,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Wind,2025,16497.736908040595,21207.13873873874,16497.736908040595,22879.357157377002,19026.68503417969,19281.466080797112,17523.9,19484.596468541553,19484.596468541553,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Wind,2026,17056.366972803055,22720.002702702703,17056.366972803055,24478.585963178128,21012.81015625,21980.406403174875,17523.9,21900.42287758493,21900.42287758493,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Wind,2027,17619.523591656434,24284.773573573577,17619.523591656434,26048.24695760045,22668.9478515625,23267.741153373325,17809.02782285456,23164.468253222618,23164.468253222618,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Wind,2028,18186.31393819992,25901.451351351352,18186.31393819992,27580.911249590667,24052.24130859375,24567.850037206972,18375.818169398048,24435.084899716087,24435.084899716087,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Canada,CAN,Americas,Wind,2029,18757.38464496639,27570.036036036036,18757.38464496639,29070.322143327587,25225.4302734375,26420.21418231103,18946.888876164518,26150.6893217572,26150.6893217572,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Biomass,2025,1199.4728529652473,1091.2372252252253,1199.4728529652473,521.26,567.8398988342285,581.4969866753736,1278.4645133266072,627.0355974977122,627.0355974977122,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Biomass,2026,1289.6557584224981,1209.233695945946,1289.6557584224981,521.26,627.2917268371582,823.0979295701809,1368.647418783858,704.7007568404769,704.7007568404769,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Biomass,2027,1384.7907653459654,1330.4945285285285,1384.7907653459654,521.26,710.8705537414551,1071.390175234259,1463.7824257073253,803.0493147592019,803.0493147592019,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Biomass,2028,1484.8782547125345,1455.019722972973,1484.8782547125345,521.26,813.321336517334,1268.0811848753738,1563.8699150738944,914.0079082525633,914.0079082525633,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Biomass,2029,1590.1706814115084,1582.8092792792795,1590.1706814115084,521.26,928.7212312316894,1348.9112458101968,1669.1623417728683,1028.569677607856,1028.569677607856,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Hydro,2025,7650.218640648827,7464.87,7650.218640648827,7464.87,8083.434086914062,8328.066705175683,7826.348326853982,7535.308465813814,7535.308465813814,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Hydro,2026,7779.550248415069,7464.87,7779.550248415069,7464.87,8403.563939208983,8689.12366807557,7955.679934620224,7749.8123374634415,7749.8123374634415,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Hydro,2027,7908.031331994026,7464.87,7908.031331994026,7464.87,8709.753972167968,8947.849625538369,8084.161018199181,7954.959620973193,7954.959620973193,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Hydro,2028,8035.569848511574,7464.87,8035.569848511574,7464.87,9303.130986328124,9098.464126063198,8211.699534716729,8338.099934808024,8338.099934808024,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Hydro,2029,8162.421673794308,7464.87,8162.421673794308,7464.87,9588.307713623046,9098.464126063198,8338.551359999463,8528.95173572891,8528.95173572891,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Solar,2025,7694.06055352187,10897.53,7694.06055352187,10897.53,13333.949921875,12464.057644082706,10897.53,12464.057643307908,12464.057643307908,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Solar,2026,8579.658323603677,10897.53,8579.658323603677,10897.53,14765.676240234376,12975.565299966249,10897.53,12975.565299383466,12975.565299383466,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Solar,2027,9404.971636862438,10897.53,9404.971636862438,10897.53,15997.497407226563,13911.101722230187,10897.53,13911.101721693707,13911.101721693707,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Solar,2028,10149.30152729189,11601.621401197608,10149.30152729189,10897.53,17622.672944335936,15018.60128927149,10897.53,15018.601288768477,15018.601288768477,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Solar,2029,10802.662751903881,12964.530059880242,10802.662751903881,10897.53,18615.691682128905,15852.799344716355,11455.83981239589,15852.799344264024,15852.799344264024,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Wind,2025,4459.005990473191,4716.9,4459.005990473191,8522.495356787726,5078.142492675781,5087.530754005868,4716.9,5380.795803245282,5380.795803245282,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Wind,2026,4765.865114756215,4716.9,4765.865114756215,10594.557867384392,5661.500952148437,6071.8208176044855,4716.9,6434.554429280768,6434.554429280768,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Wind,2027,5024.838801754174,4970.255416167389,5024.838801754174,13087.171057353124,6073.161505126953,6843.287258310171,4716.9,7358.089447424501,7358.089447424501,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Wind,2028,5238.001921115644,5430.442459212831,5238.001921115644,16067.05133055879,6527.4153503417965,7463.5534579362675,4716.9,8209.101392331479,8209.101392331479,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
Chile,CHL,Americas,Wind,2029,5410.2950273003225,5910.356472485944,5410.2950273003225,19607.94905597678,7271.3394226074215,7790.789855109894,4880.325843410016,8880.704249202405,8880.704249202405,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
China,CHN,Asia,Biomass,2025,37695.12155514947,32300.0,37695.12155514947,41396.80449501261,32808.191802978516,32807.68721943943,38453.10241898811,32578.171738612076,32578.171738612076,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
China,CHN,Asia,Biomass,2026,41969.59630598491,33526.123587837836,41969.59630598491,48378.83333853584,33643.14114379883,33824.81223986477,42727.57716982355,33641.7618920573,33641.7618920573,"Ensemble(LR, Prophet, SARIMA, XGB, LGBM, Hybrid)"
